id,Neighborhood,Latitude,Longitude
2568,Kodigehalli,13.0031666,77.7272835
2569,Kodigehalli,13.4439871,77.9970938
2570,Laggere,13.0108677,77.5207301
2571,Malleswaram,16.355021,81.2679183
2572,Mathikere,13.0328884,77.557374
2573,Msrit,13.0309553,77.56485594
2574,Nagarbhavi,12.9651008,77.5078635
2575,Nagasandra S.O (Bangalore),13.0479497,77.5001349
2576,Peenya Dasarahalli,13.0330189,77.533201
2577,Rajajinagar H.O,15.41545245,75.04406206
2578,Seshadripuram,16.7044988,80.5466724
2579,Shivakote,13.1345489,77.5134137
2580,Srirampuram,17.0226653,81.8507267
2581,Tarabanahalli,13.1905708,77.627882
2582,Vidyaranyapura,13.0766407,77.5577315
2583,Vijayanagar S.O (Bangalore),12.9718886,77.54578884
2584,Abbur,12.22133,76.18024
2585,Achalu,12.4748989,77.3630136
2586,Adarangi,13.1217472,77.1931641
2587,Agalakote,12.9067836,77.1683736
2588,Akkur,50.7339784,5.6667674
2589,Akkur,50.7339784,5.6667674
2590,Alahalli,13.2765863,77.5223369
2591,Aluru,15.3925756,77.2270144
2592,Ambadahalli,12.5249428,77.1898736
2593,Anekal,12.7086373,77.6993972
2594,Anjanapura,14.1595946,75.3883166
2595,Ankanahalli,12.8304835,77.2497581
2596,Anneshwara,13.2153244,77.7105771
2597,Aradeshanahalli,13.2223418,77.5653384
2598,Arakere,13.2001117,77.5387874
2599,Arudi,43.1050159,-0.4279426
2600,Attibele,12.7782588,77.7712834
2601,Attihalli,12.5040597,77.3287978
2602,Attikuppe,12.5495019,76.6887797
2603,Avathi,13.296413,77.7258629
2604,Averahalli,13.035354,77.4157394
2605,Bachenahatti,12.9536631,77.3038281
2606,Bagalur S.O (Bangalore),13.1331868,77.6687093
2607,Banavadi,13.1181137,77.2566101
2608,Banavasi,14.5389738,75.0129845
2609,Bannikuppe,12.6734316,77.4285699
2610,Baragenahalli,13.194119,77.2371251
2611,Begur,52.480709,13.4518288
2612,Bendiganahalli,13.2173482,77.8337043
2613,Bettakote,13.1992334,77.7409295
2614,Bidadi,12.7988507,77.3869947
2615,Bidaraguppe,12.8060574,77.7862873
2616,Bijjahalli,12.44976,77.5438327
2617,Budigere,13.1351402,77.74957
2618,Budihal,40.1807801,-4.6963387
2619,Byagadadenahalli,12.7426294,77.7014816
2620,Bylanarasapura,13.1769973,77.9356007
2621,Byramangala,12.7492546,77.4223044
2622,Chakkere,12.6100353,77.1711855
2623,Channarayapatna,13.2455918,77.797084
2624,Chikkajala,13.1715801,77.6345704
2625,Chikkanahalli,13.314318,77.7871125
2626,Chunchanakuppe,12.9095576,77.386642
2627,Dasanapura,13.0508851,76.9644144
2628,Devanahalli,13.2483502,77.7134377
2629,Devarahosahalli,13.9348185,76.0783359
2630,Dobbespet,13.2307461,77.2425462
2631,Doddabelavangala,13.2888795,77.4215754
2632,Doddabele,13.2230654,77.3376846
2633,Doddahejjaji,13.2708182,77.4152371
2634,Doddajala,13.1767348,77.6520502
2635,Doddakabballi,12.4418428,77.5160771
2636,Doddanallala,13.0834921,77.8973974
2637,Doddasanne,13.2177635,77.6941039
2638,Doddasomanahalli,12.7901066,76.5178394
2639,Dommasandra,13.0974753,78.4516588
2640,Ganalu,12.3659908,77.2134662
2641,Gangonahalli,13.1203112,77.0864791
2642,Gantiganahalli,13.3600207,77.6032617
2643,Garakahalli,12.4320101,76.8289688
2644,Girenahalli,15.0126557,76.3879046
2645,Gollahalli,13.7183597,77.579806
2646,Gollahalli,13.7183597,77.579806
2647,Gottigehalli,12.7209593,77.526767
2648,Guddanahalli,12.6899567,77.725314
2649,Gudemaranahalli,13.0514216,77.2638794
2650,Hadonahalli,13.3692418,77.5449548
2651,Hagalahalli,12.5542977,77.079945
2652,Hanabe,13.3249793,77.4635565
2653,Handenahalli,12.8259815,77.7673455
2654,Harisandra,12.7867738,77.3040265
2655,Harobele,12.4050244,77.426913
2656,Harohalli,13.0244417,77.9387307
2657,Harohalli,13.0244417,77.9387307
2658,Hasigala,13.1345227,77.7756037
2659,Heggadahalli,11.8792634,76.683914
2660,Hegganahalli,13.2187326,77.6104355
2661,Heggunda,13.2775355,77.2599783
2662,Hejjala,12.8553687,77.4169835
2663,Honnasandra,13.0406063,77.3373727
2664,Honnayakanahalli,12.4540723,77.092583
2665,Honniganahalli,12.4349571,77.2814516
2666,Horalagallu,12.4769413,77.3990413
2667,Hosadurga,13.7987759,76.2831034
2668,Hosahalli,13.3500993,77.7429078
2669,Hoskote,13.073014,77.7921381
2670,Hosur,12.7328844,77.8309478
2671,Hulikal,13.1381615,77.1475462
2672,Hulikunte,13.5325903,77.2601097
2673,Hullegowdanahalli,13.0603648,77.4065303
2674,Hullenahalli,13.2312388,77.1081302
2675,Hunasamaranahalli,13.1440103,77.6191241
2676,Hunasanahalli,12.9844098,78.1705568
2677,Huskur,12.8607674,77.7071019
2678,Ibasapura,13.2431585,77.8215484
2679,Jadigenahalli,13.0510014,77.8525514
2680,Jagadapura,12.5053566,77.2264669
2681,Jakkanahalli,13.3170855,76.6083581
2682,Jakkasandra,13.2836364,77.5010643
2683,Jalamangala,12.820985,77.2210866
2684,Jalige,13.2265508,77.5843982
2685,Kadabagere,12.9968992,77.4332254
2686,Kadahalli,13.2731128,77.9938708
2687,Kailancha,12.6672784,77.327378
2688,Kalari,24.4707382,72.6968589
2689,Kallahalli,13.1065809,77.7881984
2690,Kalludevanahalli,12.8379111,77.1526738
2691,Kalya,31.7498072,35.4661484
2692,Kambalu,13.1668703,77.2386203
2693,Kanakapura,12.5450268,77.4199095
2694,Kanasavadi,13.2084418,77.4364151
2695,Kanchugaranahalli,12.7229355,77.4436454
2696,Kannamangala,13.2151923,77.6667197
2697,Kannamangala,13.2151923,77.6667197
2698,Kannur,11.94668945,75.3538773
2699,Kanva,10.191463,8.991052
2700,Karahalli,38.3584929,29.53123043
2701,Kattigenahalli,13.0236672,77.8776606
2702,Kembliganahalli,13.1303439,77.8836527
2703,Kempasagara,12.9444363,77.1794388
2704,Kodigehalli,13.0031666,77.7272835
2705,Kodihalli,13.013635,78.3445339
2706,Koira,21.9068705,85.2505093
2707,Kolagondanahalli,12.4607683,77.6095243
2708,Koligere,13.3021321,77.3921505
2709,Kolliganahalli,12.7111621,77.4073992
2710,Korati,31.80882385,-9.381361262
2711,Kottagalu,12.6644649,77.3887453
2712,Kudur,-6.8538494,111.075811
2713,Kugur,12.0593135,8.7784405
2714,Kumbalahalli,13.0924523,77.7929664
2715,Kundana,13.257088,77.6284828
2716,Kyasapura,12.7463402,77.200459
2717,Lakkenahalli,13.7198461,77.7507448
2718,Lakkojanahalli,12.6410179,77.2779274
2719,Lakkur,12.7259455,76.2537773
2720,Lakshmipura,13.4474189,78.2982452
2721,Lakshmipura,13.4474189,78.2982452
2722,Madabal,12.9136433,77.2289905
2723,Madalakote,13.1149481,77.3107842
2724,Madanayakanahalli,12.598853,77.092354
2725,Madavara,17.1206754,77.3067602
2726,Madigondanahalli,13.0694268,77.2084539
2727,Magadi,12.9567353,77.2242281
2728,Mahadevapura,14.4667215,76.5745227
2729,Makali,13.4392417,77.4890962
2730,Makali,13.4392417,77.4890962
2731,Mallarabanavadi,13.0736036,77.3794648
2732,Mallathahalli,12.9610667,77.5099088
2733,Malur,13.0060343,77.9382839
2734,Manchanabele,12.8668921,77.3344212
2735,Manchanayakanahalli,12.835017,77.4172925
2736,Mandibele,13.2682778,77.7880904
2737,Mandigere,13.1641058,77.3703249
2738,Mankunda,12.6651201,77.1422119
2739,Manne,49.1772823,-1.3888152
2740,Manniganahalli,13.0534939,77.1879262
2741,Maralakunte,13.1322875,77.7048953
2742,Marale,12.4511407,77.3997994
2743,Marasandra,12.9804018,77.8739832
2744,Marikuppe,13.0420279,77.2980295
2745,Marsur,-0.3029971,-78.5513472
2746,Mathahalli,13.1104415,77.443513
2747,Mathikere,13.0328884,77.557374
2748,Mayaganahalli,12.7706442,77.3353105
2749,Mayasandra,13.3095936,77.6600805
2750,Mayasandra,13.3095936,77.6600805
2751,Medamaranahalli,12.7015058,77.4515986
2752,Melekote,12.5570664,77.4151933
2753,Mogenahalli,12.6993834,77.1321188
2754,Motagondanahalli,13.4175052,77.3315108
2755,Mudugere,13.5945716,77.4509326
2756,Mugabala,13.1187669,77.8897585
2757,Mullahalli,13.293062,78.0961866
2758,Mylanahalli,13.1857757,77.6967689
2759,NAGADENAHALLI,13.361187,78.0176067
2760,Nagavara,12.6854086,75.9383995
2761,Nandagudi,13.2032192,77.9013892
2762,Narasandra,13.0642937,77.1729895
2763,Narasipura,13.1100499,77.4630552
2764,Narayanapura,13.3397035,77.763495
2765,Narayanapura,13.3397035,77.763495
2766,Nelamangala,13.0953024,77.3963586
2767,Nelavagilu,13.2204772,77.9355841
2768,Neriga,12.9117656,77.7765251
2769,Obalapura,13.038915,77.975106
2770,Purushanahalli,13.2375981,77.3917084
2771,Rajaghatta,13.3252905,77.5918101
2772,Ramanagaram,17.005308,80.7108898
2773,Rameshwara,12.99365815,77.5678622
2774,Rampura,24.4678894,75.4404322
2775,Reddihalli,13.0800812,78.3669236
2776,Sadahalli,13.2111088,77.647022
2777,Sankighatta,13.0691707,77.092093
2778,Sarjapura,12.8600866,77.7861352
2779,Sasalu,13.2120243,77.1501711
2780,Sathanur,10.3562095,78.6149883
2781,Sathanur,10.3562095,78.6149883
2782,Shanumangala,12.7949617,77.431982
2783,Shettihalli,13.2086961,78.0481839
2784,Shivagange,13.1781542,77.2287036
2785,Shivanahalli,12.7238533,77.5753781
2786,Shivanapura,13.0063924,77.8694356
2787,Shivanapura,13.0063924,77.8694356
2788,Shivapura,13.3075851,77.5660059
2789,Singarajipura,12.5541658,77.2732718
2790,Sogala,15.8481657,74.9635102
2791,Soladevanahalli,13.0071985,77.3501716
2792,Solur,13.0698018,77.2586709
2793,Sondekoppa,13.0204419,77.3825478
2794,Sugganahalli,13.1597295,77.1297452
2795,Sugganahalli,13.1597295,77.1297452
2796,Sulleri,12.5755915,77.1726962
2797,Syakaladevanapura,13.2469014,77.4288809
2798,Tagachagere,12.6293396,77.2310894
2799,Tattekere,12.6728678,77.5737943
2800,Tavarekere,12.8949057,78.2277071
2801,Tavarekere S.O (Bangalore),12.963694,77.4014239
2802,Thimmasandra,13.1238879,77.7733157
2803,Thippasandra,12.973936,77.6509982
2804,Tungani,-4.3796143,-79.4643585
2805,Tyamagondlu,13.2146308,77.300428
2806,Udukunte,13.1317713,77.2352971
2807,Uganavadi,13.2365879,77.665414
2808,Vanakanahalli,12.6720709,77.694284
2809,Veerapura,13.3911226,77.8866177
2810,Venkatagirikote,13.3274011,77.7336139
2811,Vidyanagara,13.0184957,76.1088927
2812,Virupakshipura,13.0240748,76.4696584
2813,Vishwanathapura,13.2735285,77.6490994
2814,Yadamaranahalli,12.4272488,77.3790828
2815,Yadavanahalli,12.7898553,77.7514537
2816,Yeliyur,12.5098958,76.8286606
