id,Neighborhood,Latitude,Longitude
1303,Kottagalu,12.6644649,77.3887453
1304,Kudur,-6.8538494,111.075811
1305,Kugur,12.0593135,8.7784405
1306,Kumbalahalli,13.0924523,77.7929664
1307,Kundana,13.257088,77.6284828
1308,Kyasapura,12.7463402,77.200459
1309,Lakkenahalli,13.7198461,77.7507448
1310,Lakkojanahalli,12.6410179,77.2779274
1311,Lakkur,12.7259455,76.2537773
1312,Lakshmipura,13.4474189,78.2982452
1313,Lakshmipura,13.4474189,78.2982452
1314,Madabal,12.9136433,77.2289905
1315,Madalakote,13.1149481,77.3107842
1316,Madanayakanahalli,12.598853,77.092354
1317,Madavara,17.1206754,77.3067602
1318,Madigondanahalli,13.0694268,77.2084539
1319,Magadi,12.9567353,77.2242281
1320,Mahadevapura,14.4667215,76.5745227
1321,Makali,13.4392417,77.4890962
1322,Makali,13.4392417,77.4890962
1323,Mallarabanavadi,13.0736036,77.3794648
1324,Mallathahalli,12.9610667,77.5099088
1325,Malur,13.0060343,77.9382839
1326,Manchanabele,12.8668921,77.3344212
1327,Manchanayakanahalli,12.835017,77.4172925
1328,Mandibele,13.2682778,77.7880904
1329,Mandigere,13.1641058,77.3703249
1330,Mankunda,12.6651201,77.1422119
1331,Manne,49.1772823,-1.3888152
1332,Manniganahalli,13.0534939,77.1879262
1333,Maralakunte,13.1322875,77.7048953
1334,Marale,12.4511407,77.3997994
1335,Marasandra,12.9804018,77.8739832
1336,Marikuppe,13.0420279,77.2980295
1337,Marsur,-0.3029971,-78.5513472
1338,Mathahalli,13.1104415,77.443513
1339,Mathikere,13.0328884,77.557374
1340,Mayaganahalli,12.7706442,77.3353105
1341,Mayasandra,13.3095936,77.6600805
1342,Mayasandra,13.3095936,77.6600805
1343,Medamaranahalli,12.7015058,77.4515986
1344,Melekote,12.5570664,77.4151933
1345,Mogenahalli,12.6993834,77.1321188
1346,Motagondanahalli,13.4175052,77.3315108
1347,Mudugere,13.5945716,77.4509326
1348,Mugabala,13.1187669,77.8897585
1349,Mullahalli,13.293062,78.0961866
1350,Mylanahalli,13.1857757,77.6967689
1351,NAGADENAHALLI,13.361187,78.0176067
1352,Nagavara,12.6854086,75.9383995
1353,Nandagudi,13.2032192,77.9013892
1354,Narasandra,13.0642937,77.1729895
1355,Narasipura,13.1100499,77.4630552
1356,Narayanapura,13.3397035,77.763495
1357,Narayanapura,13.3397035,77.763495
1358,Nelamangala,13.0953024,77.3963586
1359,Nelavagilu,13.2204772,77.9355841
1360,Neriga,12.9117656,77.7765251
1361,Obalapura,13.038915,77.975106
1362,Purushanahalli,13.2375981,77.3917084
1363,Rajaghatta,13.3252905,77.5918101
1364,Ramanagaram,17.005308,80.7108898
1365,Rameshwara,12.99365815,77.5678622
1366,Rampura,24.4678894,75.4404322
1367,Reddihalli,13.0800812,78.3669236
1368,Sadahalli,13.2111088,77.647022
1369,Sankighatta,13.0691707,77.092093
1370,Sarjapura,12.8600866,77.7861352
1371,Sasalu,13.2120243,77.1501711
1372,Sathanur,10.3562095,78.6149883
1373,Sathanur,10.3562095,78.6149883
1374,Shanumangala,12.7949617,77.431982
1375,Shettihalli,13.2086961,78.0481839
1376,Shivagange,13.1781542,77.2287036
1377,Shivanahalli,12.7238533,77.5753781
1378,Shivanapura,13.0063924,77.8694356
1379,Shivanapura,13.0063924,77.8694356
1380,Shivapura,13.3075851,77.5660059
1381,Singarajipura,12.5541658,77.2732718
1382,Sogala,15.8481657,74.9635102
1383,Soladevanahalli,13.0071985,77.3501716
1384,Solur,13.0698018,77.2586709
1385,Sondekoppa,13.0204419,77.3825478
1386,Sugganahalli,13.1597295,77.1297452
1387,Sugganahalli,13.1597295,77.1297452
1388,Sulleri,12.5755915,77.1726962
1389,Syakaladevanapura,13.2469014,77.4288809
1390,Tagachagere,12.6293396,77.2310894
1391,Tattekere,12.6728678,77.5737943
1392,Tavarekere,12.8949057,78.2277071
1393,Tavarekere S.O (Bangalore),12.963694,77.4014239
1394,Thimmasandra,13.1238879,77.7733157
1395,Thippasandra,12.973936,77.6509982
1396,Tungani,-4.3796143,-79.4643585
1397,Tyamagondlu,13.2146308,77.300428
1398,Udukunte,13.1317713,77.2352971
1399,Uganavadi,13.2365879,77.665414
1400,Vanakanahalli,12.6720709,77.694284
1401,Veerapura,13.3911226,77.8866177
1402,Venkatagirikote,13.3274011,77.7336139
1403,Vidyanagara,13.0184957,76.1088927
1404,Virupakshipura,13.0240748,76.4696584
1405,Vishwanathapura,13.2735285,77.6490994
1406,Yadamaranahalli,12.4272488,77.3790828
1407,Yadavanahalli,12.7898553,77.7514537
1408,Yeliyur,12.5098958,76.8286606
1409,Agram,45.813177,15.977048
1410,Amruthahalli,13.0665131,77.5966238
1411,Attur,11.66371065,78.53355129
1412,Banaswadi,13.0141618,77.6518539
1413,Bellandur,58.235358,26.6831165
1414,Bhattarahalli,13.0258004,77.714279
1415,Bidrahalli,14.5774262,74.9285603
1416,Byatarayanapura,13.06207355,77.59639164
1417,Devanagundi,12.9736132,77.8394018
1418,Devasandra,12.7572271,77.6472795
1419,Doddagubbi,14.452076,75.5107992
1420,Doddanekkundi,12.9757204,77.6940417
1421,Domlur,12.9624669,77.6381958
1422,EPIP,12.9776727,77.72220003
1423,Fraser Town,42.2453631,-74.9646074
1424,Gunjur,13.17602,-16.759896
1425,HighCourt,53.7835082,-0.3871868
1426,Hoodi,12.9919033,77.7162015
1427,Horamavu,13.0273312,77.6601508
1428,Indiranagar S.O (Bangalore),12.9732913,77.6404672
1429,Jakkur,13.0784743,77.6068938
1430,Kadugodi,13.0216263,77.7661802
1431,Kalkunte,14.310717,76.2673431
1432,Kannamangala,13.2151923,77.6667197
1433,Kodigehalli,13.0031666,77.7272835
1434,Kothanur,12.5805368,77.3330675
1435,Krishnarajapuram,12.9186282,78.4463677
1436,Kundalahalli,12.9684441,77.7187843
1437,Lingarajapuram,13.0117678,77.6278288
1438,Mahadevapura,14.4667215,76.5745227
1439,Medimallasandra,12.9523031,77.830108
1440,Mundur,10.8354433,76.5720879
1441,Museum Road,-35.0813217,137.7042675
1442,NAL,58.31895635,12.2660147
1443,Panathur,12.9351457,77.7047541
1444,Rajanakunte,13.1691901,77.5639442
1445,Sadashivanagar,13.0077079,77.5795893
1446,Samethanahalli,12.979363,77.7907328
1447,Singanayakanahalli,13.1478621,77.5693207
1448,Vasanthanagar,9.3137072,80.4233956
1449,Venkateshapura,14.6347896,76.2308938
1450,Vimanapura,12.96218,77.6635462
1451,Virgonagar,13.0331172,77.734857
1452,Whitefield,44.373441,-71.61026
1453,Yelahanka,13.1006982,77.5963454
1454,Adugodi,12.9428472,77.6104155
1455,Agara,27.67060495,85.01617043
1456,Anjanapura,14.1595946,75.3883166
1457,Banashankari,15.8876779,75.7046777
1458,Bannerghatta,12.53290595,77.54619069
1459,Basavanagudi H.O,13.8345913,75.7339359
1460,Begur,52.480709,13.4518288
1461,Bolare,12.7798514,76.9214248
1462,Bommanahalli S.O (Bangalore),13.3457317,77.4333346
1463,Chandapura,17.4436387,77.433391
1464,Chandapura,17.4436387,77.433391
1465,Chickpet,12.9680027,77.578642
1466,Chikkalasandra,12.9121916,77.5476337
1467,Deepanjalinagar,12.95062355,77.53655377
1468,Doddakallasandra,12.8857355,77.5557448
1469,Girinagar S.O (Bangalore),12.9401439,77.5444995
1470,Gottigere,12.8565317,77.5877237
1471,Haragadde,12.7637369,77.655377
1472,Hennagara,12.7883084,77.6733345
1473,Hulimangala,12.8188956,77.6384041
1474,Hulimavu,12.1597985,76.7332897
1475,Hulimavu,12.1597985,76.7332897
1476,Huskur,12.8607674,77.7071019
1477,Jayanagar H.O,12.9292731,77.5824229
1478,Jigani,12.7852528,77.6380931
1479,Kalkere,12.8328089,77.5906929
1480,Kallubalu,12.7712034,77.6227944
1481,Kathriguppe,12.9311931,77.5547931
1482,Kengeri,12.9176571,77.4837568
1483,Konanakunte,12.88601785,77.5791414
1484,Koramangala,12.9340114,77.6222304
1485,Kumbalagodu,12.8786167,77.4467629
1486,Madivala,12.7105292,77.7594262
1487,Mallathahalli,12.9610667,77.5099088
1488,Mavalli,12.9528478,77.5819643
1489,Nayandahalli,12.9454012,77.5278104
1490,Ragihalli,12.7386426,77.5745803
1491,Ramohalli,12.906985,77.4185281
1492,Sakalavara,12.8210611,77.6084813
1493,Shanthinagar,58.235358,26.6831165
1494,Singasandra,12.6850414,77.6975628
1495,Subramanyapura,12.8839705,77.5412114
1496,Sulikere,12.9389629,77.4475916
1497,Taralu,12.7892102,77.5223282
1498,Tavarekere,12.8949057,78.2277071
1499,Thalaghattapura,12.8698169,77.5356688
1500,Yelachenahalli,12.897971,77.5700846
1501,Achitnagar,13.0911763,77.48348235
1502,Bagalgunte,13.0566493,77.5048222
1503,Bangalore City,13.0216263,77.7661802
1504,Basaveshwaranagar,12.986475,77.5385709
1505,Byatha,13.1930126,77.4848169
1506,Chikkabanavara,13.4021825,76.1844179
1507,Herohalli,12.8778323,77.1017182
1508,Hessarghatta,13.04842585,77.50762319
1509,Jalahalli H.O,13.0464531,77.5483803
1510,Kakolu,13.1875001,77.5198462
1511,Kamakshipalya,12.9823617,77.5226376
1512,Kodigehalli,13.0031666,77.7272835
1513,Kodigehalli,13.4439871,77.9970938
1514,Laggere,13.0108677,77.5207301
1515,Malleswaram,16.355021,81.2679183
1516,Mathikere,13.0328884,77.557374
1517,Msrit,13.0309553,77.56485594
1518,Nagarbhavi,12.9651008,77.5078635
1519,Nagasandra S.O (Bangalore),13.0479497,77.5001349
1520,Peenya Dasarahalli,13.0330189,77.533201
1521,Rajajinagar H.O,15.41545245,75.04406206
1522,Seshadripuram,16.7044988,80.5466724
1523,Shivakote,13.1345489,77.5134137
1524,Srirampuram,17.0226653,81.8507267
1525,Tarabanahalli,13.1905708,77.627882
1526,Vidyaranyapura,13.0766407,77.5577315
1527,Vijayanagar S.O (Bangalore),12.9718886,77.54578884
1528,Abbur,12.22133,76.18024
1529,Achalu,12.4748989,77.3630136
1530,Adarangi,13.1217472,77.1931641
1531,Agalakote,12.9067836,77.1683736
1532,Akkur,50.7339784,5.6667674
1533,Akkur,50.7339784,5.6667674
1534,Alahalli,13.2765863,77.5223369
1535,Aluru,15.3925756,77.2270144
1536,Ambadahalli,12.5249428,77.1898736
1537,Anekal,12.7086373,77.6993972
1538,Anjanapura,14.1595946,75.3883166
1539,Ankanahalli,12.8304835,77.2497581
1540,Anneshwara,13.2153244,77.7105771
1541,Aradeshanahalli,13.2223418,77.5653384
1542,Arakere,13.2001117,77.5387874
1543,Arudi,43.1050159,-0.4279426
1544,Attibele,12.7782588,77.7712834
1545,Attihalli,12.5040597,77.3287978
1546,Attikuppe,12.5495019,76.6887797
1547,Avathi,13.296413,77.7258629
1548,Averahalli,13.035354,77.4157394
1549,Bachenahatti,12.9536631,77.3038281
1550,Bagalur S.O (Bangalore),13.1331868,77.6687093
1551,Banavadi,13.1181137,77.2566101
1552,Banavasi,14.5389738,75.0129845
1553,Bannikuppe,12.6734316,77.4285699
1554,Baragenahalli,13.194119,77.2371251
1555,Begur,52.480709,13.4518288
1556,Bendiganahalli,13.2173482,77.8337043
1557,Bettakote,13.1992334,77.7409295
1558,Bidadi,12.7988507,77.3869947
1559,Bidaraguppe,12.8060574,77.7862873
1560,Bijjahalli,12.44976,77.5438327
1561,Budigere,13.1351402,77.74957
1562,Budihal,40.1807801,-4.6963387
1563,Byagadadenahalli,12.7426294,77.7014816
1564,Bylanarasapura,13.1769973,77.9356007
1565,Byramangala,12.7492546,77.4223044
1566,Chakkere,12.6100353,77.1711855
1567,Channarayapatna,13.2455918,77.797084
1568,Chikkajala,13.1715801,77.6345704
1569,Chikkanahalli,13.314318,77.7871125
1570,Chunchanakuppe,12.9095576,77.386642
1571,Dasanapura,13.0508851,76.9644144
1572,Devanahalli,13.2483502,77.7134377
1573,Devarahosahalli,13.9348185,76.0783359
1574,Dobbespet,13.2307461,77.2425462
1575,Doddabelavangala,13.2888795,77.4215754
1576,Doddabele,13.2230654,77.3376846
1577,Doddahejjaji,13.2708182,77.4152371
1578,Doddajala,13.1767348,77.6520502
1579,Doddakabballi,12.4418428,77.5160771
1580,Doddanallala,13.0834921,77.8973974
1581,Doddasanne,13.2177635,77.6941039
1582,Doddasomanahalli,12.7901066,76.5178394
1583,Dommasandra,13.0974753,78.4516588
1584,Ganalu,12.3659908,77.2134662
1585,Gangonahalli,13.1203112,77.0864791
1586,Gantiganahalli,13.3600207,77.6032617
1587,Garakahalli,12.4320101,76.8289688
1588,Girenahalli,15.0126557,76.3879046
1589,Gollahalli,13.7183597,77.579806
1590,Gollahalli,13.7183597,77.579806
1591,Gottigehalli,12.7209593,77.526767
1592,Guddanahalli,12.6899567,77.725314
1593,Gudemaranahalli,13.0514216,77.2638794
1594,Hadonahalli,13.3692418,77.5449548
1595,Hagalahalli,12.5542977,77.079945
1596,Hanabe,13.3249793,77.4635565
1597,Handenahalli,12.8259815,77.7673455
1598,Harisandra,12.7867738,77.3040265
1599,Harobele,12.4050244,77.426913
1600,Harohalli,13.0244417,77.9387307
1601,Harohalli,13.0244417,77.9387307
1602,Hasigala,13.1345227,77.7756037
1603,Heggadahalli,11.8792634,76.683914
1604,Hegganahalli,13.2187326,77.6104355
1605,Heggunda,13.2775355,77.2599783
1606,Hejjala,12.8553687,77.4169835
1607,Honnasandra,13.0406063,77.3373727
1608,Honnayakanahalli,12.4540723,77.092583
1609,Honniganahalli,12.4349571,77.2814516
1610,Horalagallu,12.4769413,77.3990413
1611,Hosadurga,13.7987759,76.2831034
1612,Hosahalli,13.3500993,77.7429078
1613,Hoskote,13.073014,77.7921381
1614,Hosur,12.7328844,77.8309478
1615,Hulikal,13.1381615,77.1475462
1616,Hulikunte,13.5325903,77.2601097
1617,Hullegowdanahalli,13.0603648,77.4065303
1618,Hullenahalli,13.2312388,77.1081302
1619,Hunasamaranahalli,13.1440103,77.6191241
1620,Hunasanahalli,12.9844098,78.1705568
1621,Huskur,12.8607674,77.7071019
1622,Ibasapura,13.2431585,77.8215484
1623,Jadigenahalli,13.0510014,77.8525514
1624,Jagadapura,12.5053566,77.2264669
1625,Jakkanahalli,13.3170855,76.6083581
1626,Jakkasandra,13.2836364,77.5010643
1627,Jalamangala,12.820985,77.2210866
1628,Jalige,13.2265508,77.5843982
1629,Kadabagere,12.9968992,77.4332254
1630,Kadahalli,13.2731128,77.9938708
1631,Kailancha,12.6672784,77.327378
1632,Kalari,24.4707382,72.6968589
1633,Kallahalli,13.1065809,77.7881984
1634,Kalludevanahalli,12.8379111,77.1526738
1635,Kalya,31.7498072,35.4661484
1636,Kambalu,13.1668703,77.2386203
1637,Kanakapura,12.5450268,77.4199095
1638,Kanasavadi,13.2084418,77.4364151
1639,Kanchugaranahalli,12.7229355,77.4436454
1640,Kannamangala,13.2151923,77.6667197
1641,Kannamangala,13.2151923,77.6667197
1642,Kannur,11.94668945,75.3538773
1643,Kanva,10.191463,8.991052
1644,Karahalli,38.3584929,29.53123043
1645,Kattigenahalli,13.0236672,77.8776606
1646,Kembliganahalli,13.1303439,77.8836527
1647,Kempasagara,12.9444363,77.1794388
1648,Kodigehalli,13.0031666,77.7272835
1649,Kodihalli,13.013635,78.3445339
1650,Koira,21.9068705,85.2505093
1651,Kolagondanahalli,12.4607683,77.6095243
1652,Koligere,13.3021321,77.3921505
1653,Kolliganahalli,12.7111621,77.4073992
1654,Korati,31.80882385,-9.381361262
1655,Kottagalu,12.6644649,77.3887453
1656,Kudur,-6.8538494,111.075811
1657,Kugur,12.0593135,8.7784405
1658,Kumbalahalli,13.0924523,77.7929664
1659,Kundana,13.257088,77.6284828
1660,Kyasapura,12.7463402,77.200459
1661,Lakkenahalli,13.7198461,77.7507448
1662,Lakkojanahalli,12.6410179,77.2779274
1663,Lakkur,12.7259455,76.2537773
1664,Lakshmipura,13.4474189,78.2982452
1665,Lakshmipura,13.4474189,78.2982452
1666,Madabal,12.9136433,77.2289905
1667,Madalakote,13.1149481,77.3107842
1668,Madanayakanahalli,12.598853,77.092354
1669,Madavara,17.1206754,77.3067602
1670,Madigondanahalli,13.0694268,77.2084539
1671,Magadi,12.9567353,77.2242281
1672,Mahadevapura,14.4667215,76.5745227
1673,Makali,13.4392417,77.4890962
1674,Makali,13.4392417,77.4890962
1675,Mallarabanavadi,13.0736036,77.3794648
1676,Mallathahalli,12.9610667,77.5099088
1677,Malur,13.0060343,77.9382839
1678,Manchanabele,12.8668921,77.3344212
1679,Manchanayakanahalli,12.835017,77.4172925
1680,Mandibele,13.2682778,77.7880904
1681,Mandigere,13.1641058,77.3703249
1682,Mankunda,12.6651201,77.1422119
1683,Manne,49.1772823,-1.3888152
1684,Manniganahalli,13.0534939,77.1879262
1685,Maralakunte,13.1322875,77.7048953
1686,Marale,12.4511407,77.3997994
1687,Marasandra,12.9804018,77.8739832
1688,Marikuppe,13.0420279,77.2980295
1689,Marsur,-0.3029971,-78.5513472
1690,Mathahalli,13.1104415,77.443513
1691,Mathikere,13.0328884,77.557374
1692,Mayaganahalli,12.7706442,77.3353105
1693,Mayasandra,13.3095936,77.6600805
1694,Mayasandra,13.3095936,77.6600805
1695,Medamaranahalli,12.7015058,77.4515986
1696,Melekote,12.5570664,77.4151933
1697,Mogenahalli,12.6993834,77.1321188
1698,Motagondanahalli,13.4175052,77.3315108
1699,Mudugere,13.5945716,77.4509326
1700,Mugabala,13.1187669,77.8897585
1701,Mullahalli,13.293062,78.0961866
1702,Mylanahalli,13.1857757,77.6967689
1703,NAGADENAHALLI,13.361187,78.0176067
1704,Nagavara,12.6854086,75.9383995
1705,Nandagudi,13.2032192,77.9013892
1706,Narasandra,13.0642937,77.1729895
1707,Narasipura,13.1100499,77.4630552
1708,Narayanapura,13.3397035,77.763495
1709,Narayanapura,13.3397035,77.763495
1710,Nelamangala,13.0953024,77.3963586
1711,Nelavagilu,13.2204772,77.9355841
1712,Neriga,12.9117656,77.7765251
1713,Obalapura,13.038915,77.975106
1714,Purushanahalli,13.2375981,77.3917084
1715,Rajaghatta,13.3252905,77.5918101
1716,Ramanagaram,17.005308,80.7108898
1717,Rameshwara,12.99365815,77.5678622
1718,Rampura,24.4678894,75.4404322
1719,Reddihalli,13.0800812,78.3669236
1720,Sadahalli,13.2111088,77.647022
1721,Sankighatta,13.0691707,77.092093
1722,Sarjapura,12.8600866,77.7861352
1723,Sasalu,13.2120243,77.1501711
1724,Sathanur,10.3562095,78.6149883
1725,Sathanur,10.3562095,78.6149883
1726,Shanumangala,12.7949617,77.431982
1727,Shettihalli,13.2086961,78.0481839
1728,Shivagange,13.1781542,77.2287036
1729,Shivanahalli,12.7238533,77.5753781
1730,Shivanapura,13.0063924,77.8694356
1731,Shivanapura,13.0063924,77.8694356
1732,Shivapura,13.3075851,77.5660059
1733,Singarajipura,12.5541658,77.2732718
1734,Sogala,15.8481657,74.9635102
1735,Soladevanahalli,13.0071985,77.3501716
1736,Solur,13.0698018,77.2586709
1737,Sondekoppa,13.0204419,77.3825478
1738,Sugganahalli,13.1597295,77.1297452
1739,Sugganahalli,13.1597295,77.1297452
1740,Sulleri,12.5755915,77.1726962
1741,Syakaladevanapura,13.2469014,77.4288809
1742,Tagachagere,12.6293396,77.2310894
1743,Tattekere,12.6728678,77.5737943
1744,Tavarekere,12.8949057,78.2277071
1745,Tavarekere S.O (Bangalore),12.963694,77.4014239
1746,Thimmasandra,13.1238879,77.7733157
1747,Thippasandra,12.973936,77.6509982
1748,Tungani,-4.3796143,-79.4643585
1749,Tyamagondlu,13.2146308,77.300428
1750,Udukunte,13.1317713,77.2352971
1751,Uganavadi,13.2365879,77.665414
1752,Vanakanahalli,12.6720709,77.694284
1753,Veerapura,13.3911226,77.8866177
1754,Venkatagirikote,13.3274011,77.7336139
1755,Vidyanagara,13.0184957,76.1088927
1756,Virupakshipura,13.0240748,76.4696584
1757,Vishwanathapura,13.2735285,77.6490994
1758,Yadamaranahalli,12.4272488,77.3790828
1759,Yadavanahalli,12.7898553,77.7514537
1760,Yeliyur,12.5098958,76.8286606
1761,Agram,45.813177,15.977048
1762,Amruthahalli,13.0665131,77.5966238
1763,Attur,11.66371065,78.53355129
1764,Banaswadi,13.0141618,77.6518539
1765,Bellandur,58.235358,26.6831165
1766,Bhattarahalli,13.0258004,77.714279
1767,Bidrahalli,14.5774262,74.9285603
1768,Byatarayanapura,13.06207355,77.59639164
1769,Devanagundi,12.9736132,77.8394018
1770,Devasandra,12.7572271,77.6472795
1771,Doddagubbi,14.452076,75.5107992
1772,Doddanekkundi,12.9757204,77.6940417
1773,Domlur,12.9624669,77.6381958
1774,EPIP,12.9776727,77.72220003
1775,Fraser Town,42.2453631,-74.9646074
1776,Gunjur,13.17602,-16.759896
1777,HighCourt,53.7835082,-0.3871868
1778,Hoodi,12.9919033,77.7162015
1779,Horamavu,13.0273312,77.6601508
1780,Indiranagar S.O (Bangalore),12.9732913,77.6404672
1781,Jakkur,13.0784743,77.6068938
1782,Kadugodi,13.0216263,77.7661802
1783,Kalkunte,14.310717,76.2673431
1784,Kannamangala,13.2151923,77.6667197
1785,Kodigehalli,13.0031666,77.7272835
1786,Kothanur,12.5805368,77.3330675
1787,Krishnarajapuram,12.9186282,78.4463677
1788,Kundalahalli,12.9684441,77.7187843
1789,Lingarajapuram,13.0117678,77.6278288
1790,Mahadevapura,14.4667215,76.5745227
1791,Medimallasandra,12.9523031,77.830108
1792,Mundur,10.8354433,76.5720879
1793,Museum Road,-35.0813217,137.7042675
1794,NAL,58.31895635,12.2660147
1795,Panathur,12.9351457,77.7047541
1796,Rajanakunte,13.1691901,77.5639442
1797,Sadashivanagar,13.0077079,77.5795893
1798,Samethanahalli,12.979363,77.7907328
1799,Singanayakanahalli,13.1478621,77.5693207
1800,Vasanthanagar,9.3137072,80.4233956
1801,Venkateshapura,14.6347896,76.2308938
1802,Vimanapura,12.96218,77.6635462
1803,Virgonagar,13.0331172,77.734857
1804,Whitefield,44.373441,-71.61026
1805,Yelahanka,13.1006982,77.5963454
1806,Adugodi,12.9428472,77.6104155
1807,Agara,27.67060495,85.01617043
1808,Anjanapura,14.1595946,75.3883166
1809,Banashankari,15.8876779,75.7046777
1810,Bannerghatta,12.53290595,77.54619069
1811,Basavanagudi H.O,13.8345913,75.7339359
1812,Begur,52.480709,13.4518288
1813,Bolare,12.7798514,76.9214248
1814,Bommanahalli S.O (Bangalore),13.3457317,77.4333346
1815,Chandapura,17.4436387,77.433391
1816,Chandapura,17.4436387,77.433391
1817,Chickpet,12.9680027,77.578642
1818,Chikkalasandra,12.9121916,77.5476337
1819,Deepanjalinagar,12.95062355,77.53655377
1820,Doddakallasandra,12.8857355,77.5557448
1821,Girinagar S.O (Bangalore),12.9401439,77.5444995
1822,Gottigere,12.8565317,77.5877237
1823,Haragadde,12.7637369,77.655377
1824,Hennagara,12.7883084,77.6733345
1825,Hulimangala,12.8188956,77.6384041
1826,Hulimavu,12.1597985,76.7332897
1827,Hulimavu,12.1597985,76.7332897
1828,Huskur,12.8607674,77.7071019
1829,Jayanagar H.O,12.9292731,77.5824229
1830,Jigani,12.7852528,77.6380931
1831,Kalkere,12.8328089,77.5906929
1832,Kallubalu,12.7712034,77.6227944
1833,Kathriguppe,12.9311931,77.5547931
1834,Kengeri,12.9176571,77.4837568
1835,Konanakunte,12.88601785,77.5791414
1836,Koramangala,12.9340114,77.6222304
1837,Kumbalagodu,12.8786167,77.4467629
1838,Madivala,12.7105292,77.7594262
1839,Mallathahalli,12.9610667,77.5099088
1840,Mavalli,12.9528478,77.5819643
1841,Nayandahalli,12.9454012,77.5278104
1842,Ragihalli,12.7386426,77.5745803
1843,Ramohalli,12.906985,77.4185281
1844,Sakalavara,12.8210611,77.6084813
1845,Shanthinagar,58.235358,26.6831165
1846,Singasandra,12.6850414,77.6975628
1847,Subramanyapura,12.8839705,77.5412114
1848,Sulikere,12.9389629,77.4475916
1849,Taralu,12.7892102,77.5223282
1850,Tavarekere,12.8949057,78.2277071
1851,Thalaghattapura,12.8698169,77.5356688
1852,Yelachenahalli,12.897971,77.5700846
1853,Achitnagar,13.0911763,77.48348235
1854,Bagalgunte,13.0566493,77.5048222
1855,Bangalore City,13.0216263,77.7661802
1856,Basaveshwaranagar,12.986475,77.5385709
1857,Byatha,13.1930126,77.4848169
1858,Chikkabanavara,13.4021825,76.1844179
1859,Herohalli,12.8778323,77.1017182
1860,Hessarghatta,13.04842585,77.50762319
1861,Jalahalli H.O,13.0464531,77.5483803
1862,Kakolu,13.1875001,77.5198462
1863,Kamakshipalya,12.9823617,77.5226376
1864,Kodigehalli,13.0031666,77.7272835
1865,Kodigehalli,13.4439871,77.9970938
1866,Laggere,13.0108677,77.5207301
1867,Malleswaram,16.355021,81.2679183
1868,Mathikere,13.0328884,77.557374
1869,Msrit,13.0309553,77.56485594
1870,Nagarbhavi,12.9651008,77.5078635
1871,Nagasandra S.O (Bangalore),13.0479497,77.5001349
1872,Peenya Dasarahalli,13.0330189,77.533201
1873,Rajajinagar H.O,15.41545245,75.04406206
1874,Seshadripuram,16.7044988,80.5466724
1875,Shivakote,13.1345489,77.5134137
1876,Srirampuram,17.0226653,81.8507267
1877,Tarabanahalli,13.1905708,77.627882
1878,Vidyaranyapura,13.0766407,77.5577315
1879,Vijayanagar S.O (Bangalore),12.9718886,77.54578884
1880,Abbur,12.22133,76.18024
1881,Achalu,12.4748989,77.3630136
1882,Adarangi,13.1217472,77.1931641
1883,Agalakote,12.9067836,77.1683736
1884,Akkur,50.7339784,5.6667674
1885,Akkur,50.7339784,5.6667674
1886,Alahalli,13.2765863,77.5223369
1887,Aluru,15.3925756,77.2270144
1888,Ambadahalli,12.5249428,77.1898736
1889,Anekal,12.7086373,77.6993972
1890,Anjanapura,14.1595946,75.3883166
1891,Ankanahalli,12.8304835,77.2497581
1892,Anneshwara,13.2153244,77.7105771
1893,Aradeshanahalli,13.2223418,77.5653384
1894,Arakere,13.2001117,77.5387874
1895,Arudi,43.1050159,-0.4279426
1896,Attibele,12.7782588,77.7712834
1897,Attihalli,12.5040597,77.3287978
1898,Attikuppe,12.5495019,76.6887797
1899,Avathi,13.296413,77.7258629
1900,Averahalli,13.035354,77.4157394
1901,Bachenahatti,12.9536631,77.3038281
1902,Bagalur S.O (Bangalore),13.1331868,77.6687093
1903,Banavadi,13.1181137,77.2566101
1904,Banavasi,14.5389738,75.0129845
1905,Bannikuppe,12.6734316,77.4285699
1906,Baragenahalli,13.194119,77.2371251
1907,Begur,52.480709,13.4518288
1908,Bendiganahalli,13.2173482,77.8337043
1909,Bettakote,13.1992334,77.7409295
1910,Bidadi,12.7988507,77.3869947
1911,Bidaraguppe,12.8060574,77.7862873
1912,Bijjahalli,12.44976,77.5438327
1913,Budigere,13.1351402,77.74957
1914,Budihal,40.1807801,-4.6963387
1915,Byagadadenahalli,12.7426294,77.7014816
1916,Bylanarasapura,13.1769973,77.9356007
1917,Byramangala,12.7492546,77.4223044
1918,Chakkere,12.6100353,77.1711855
1919,Channarayapatna,13.2455918,77.797084
1920,Chikkajala,13.1715801,77.6345704
1921,Chikkanahalli,13.314318,77.7871125
1922,Chunchanakuppe,12.9095576,77.386642
1923,Dasanapura,13.0508851,76.9644144
1924,Devanahalli,13.2483502,77.7134377
1925,Devarahosahalli,13.9348185,76.0783359
1926,Dobbespet,13.2307461,77.2425462
1927,Doddabelavangala,13.2888795,77.4215754
1928,Doddabele,13.2230654,77.3376846
1929,Doddahejjaji,13.2708182,77.4152371
1930,Doddajala,13.1767348,77.6520502
1931,Doddakabballi,12.4418428,77.5160771
1932,Doddanallala,13.0834921,77.8973974
1933,Doddasanne,13.2177635,77.6941039
1934,Doddasomanahalli,12.7901066,76.5178394
